1,Jatobá,-23,188541,-45,873596
2,Jerivá, Jeribá, Gerivá,-23,188532,-45,873568
3,Sibipiruna,-23,188528,-45,873444
4,Sibipiruna,-23,188559,-45,873469
5,Ligustro, Alfeneiro-da-china,-23,18863,-45,873508
6,Figueira, Ficus-benjamim, Ficus,-23,188676,-45,873585
7,Dracena,-23,188582,-45,873343
8,Jasmim-manga,-23,188603,-45,87337
9,Dracena,-23,188617,-45,873353
10,Dracena,-23,188624,-45,873338
11,Dracena,-23,188619,-45,873322
12,Ligustro, Alfeneiro-da-china,-23,188615,-45,873325
13,Dracena,-23,188627,-45,873297
14,Goiaba, Goiabeira,-23,188633,-45,873295
15,Yuca, Iuca,-23,188661,-45,873249
16,Ligustro, Alfeneiro-da-china,-23,188659,-45,873295
17,Jerivá, Jeribá, Gerivá,-23,188708,-45,873196
18,Ligustro, Alfeneiro-da-china,-23,188768,-45,87319
19,Pitanga, Pitangueira,-23,188803,-45,873119
20,Dracena,-23,188813,-45,873075
21,Ligustro, Alfeneiro-da-china,-23,188783,-45,873124
22,Ligustro, Alfeneiro-da-china,-23,188807,-45,873175
23,Ligustro, Alfeneiro-da-china,-23,188832,-45,873157
24,Ligustro, Alfeneiro-da-china,-23,188856,-45,873094
25,Dracena,-23,188868,-45,873075
26,Pata-de-vaca,-23,188821,-45,873037
27,Dracena,-23,188825,-45,873013
28,Uvaia, Ubaia, Uvalha, Uvaieira,-23,188824,-45,873039
29,Dracena,-23,188841,-45,873041
30,Jerivá, Jeribá, Gerivá,-23,18886,-45,873047
31,Murta, Falsa-murta, Murta-de-cheiro,-23,188871,-45,873028
32,Nêspera, Nespereira,-23,18889,-45,873051
33,Ligustro, Alfeneiro-da-china,-23,188887,-45,873085
34,Ipê-roxo, Ipê-roxo-sete-folhas, Pau-d'arco,-23,188929,-45,873026
35,Ipê-roxo, Ipê-roxo-sete-folhas, Pau-d'arco,-23,188916,-45,872874
36,Aroeira-salsa, Chorão, Aroeira-mole, Aroeira-mansa,-23,188841,-45,872976
37,Aldrago, Pau-sangue, Sangueiro, Dragociana, Pau-vidro,-23,188806,-45,87303
38,Aldrago, Pau-sangue, Sangueiro, Dragociana, Pau-vidro,-23,188729,-45,873083
39,Jasmim-manga,-23,188734,-45,87311
40,Dracena,-23,18876,-45,87313
41,Jerivá, Jeribá, Gerivá,-23,188699,-45,873393
42,Ligustro, Alfeneiro-da-china,-23,188818,-45,873401
43,Yuca, Iuca,-23,188818,-45,87345
44,Manga, Mangueira,-23,188823,-45,873419
45,Dracena,-23,188866,-45,8734
46,Jerivá, Jeribá, Gerivá,-23,18885,-45,873417
47,Espatódia, Espatódea, Tulipeira, Bisnagueira, Xixi-de-macaco,-23,188904,-45,873459
48,Sibipiruna,-23,188921,-45,873445
49,Ligustro, Alfeneiro-da-china,-23,188954,-45,87344
50,Sibipiruna,-23,188948,-45,873381
51,Sibipiruna,-23,189004,-45,873359
52,Sibipiruna,-23,188933,-45,873373
53,Ligustro, Alfeneiro-da-china,-23,188882,-45,873346
54,Ligustro, Alfeneiro-da-china,-23,188913,-45,873275
55,Ligustro, Alfeneiro-da-china,-23,188965,-45,87323
56,Ligustro, Alfeneiro-da-china,-23,188996,-45,873237
57,Pinheiro,-23,189033,-45,873183
58,Ligustro, Alfeneiro-da-china,-23,189048,-45,873197
59,Ipê,-23,189065,-45,8731
60,Figueira, Ficus-benjamim, Ficus,-23,18917,-45,873221
61,Figueira, Ficus-benjamim, Ficus,-23,18923,-45,873124
62,Ipê,-23,18927,-45,87306
